80	1.20
	0.000000	0.000000	0.000000
data/1gcq_r.pdb	9.282999	10.928500	35.584499
data/1gcq_l.pdb	16.298000	26.944000	34.086502
2.617994	0.080730	-2.622036	74	67	2	3356.03
2.094395	1.812176	0.656819	76	6	64	3221.54
-2.356194	0.203748	0.590255	65	9	78	3008.82
-2.094395	0.203748	0.590255	64	6	78	2995.40
0.000000	2.587733	0.232235	4	65	8	2975.45
2.879793	1.440580	2.260026	0	3	60	2958.10
-1.047198	1.554776	0.100351	72	0	64	2920.70
1.832596	1.977582	0.969896	75	11	67	2903.01
2.879793	1.599406	1.426070	63	3	71	2895.20
-1.570796	1.662363	0.915448	72	2	64	2879.56
0.000000	2.343981	-1.040456	10	71	13	2865.26
-2.094395	0.496451	0.593859	66	6	74	2853.53
-2.356194	1.554776	0.100351	79	3	62	2838.62
-1.047198	1.721184	-0.153948	72	4	64	2818.47
0.000000	1.301460	-0.509251	0	67	10	2798.07
1.308997	0.080730	-2.622036	73	67	5	2796.43
-1.308997	2.396274	-1.959260	71	6	64	2789.73
-0.523599	2.379497	0.561089	73	9	67	2749.68
-3.141593	0.914445	2.687814	74	63	3	2742.73
2.094395	2.108018	1.311430	75	77	63	2725.19
-1.308997	2.455966	-0.641220	66	73	66	2720.12
-2.879793	1.977582	0.969896	70	77	65	2717.05
-2.617994	2.001437	0.381215	75	76	63	2710.34
1.308997	2.138223	1.678323	75	2	63	2707.76
-2.879793	2.592629	0.909713	18	12	78	2700.24
1.832596	1.413430	2.550734	4	73	13	2695.29
1.047198	1.242974	-2.977882	1	69	9	2688.00
1.047198	1.134497	-1.109631	74	73	11	2677.98
-1.047198	2.455966	-0.641220	68	72	65	2677.32
-1.832596	1.301460	-0.509251	72	13	70	2661.80
2.356194	2.115563	0.685730	11	6	15	2659.34
2.356194	0.992645	-1.723759	1	12	65	2657.71
2.617994	1.809167	1.213774	64	5	69	2652.67
-2.094395	2.251330	-2.330739	72	10	66	2650.35
1.832596	1.982574	-1.115518	71	5	64	2649.39
1.832596	2.001437	0.381215	63	10	78	2646.62
0.523599	1.904882	-1.478089	0	2	62	2641.13
2.879793	0.080730	-2.622036	76	66	2	2641.11
-0.523599	2.295480	1.008277	76	8	65	2639.01
-1.308997	2.881233	-2.582574	76	4	61	2632.62
-2.356194	1.662363	0.915448	6	8	65	2625.90
-0.785398	2.295480	1.008277	76	9	66	2625.14
-3.141593	2.187132	-0.479875	18	0	79	2624.73
2.879793	1.214854	-1.966664	0	8	63	2623.76
-1.047198	1.696674	-1.253233	69	14	76	2623.44
1.570796	1.413430	2.550734	3	73	13	2623.24
-2.356194	0.496451	0.593859	65	8	75	2622.25
-2.879793	2.979456	-1.009304	5	67	10	2622.06
-2.356194	1.875281	0.107086	1	1	63	2620.05
2.356194	1.554776	0.100351	0	76	61	2618.21
0.261799	1.904882	-1.478089	0	2	62	2612.72
-1.308997	2.104282	-0.813972	64	74	68	2604.55
-2.879793	0.418037	1.360082	64	6	77	2602.72
-2.356194	2.180315	-1.357379	5	69	12	2600.92
-1.308997	1.014500	0.906702	8	73	11	2600.09
-2.094395	1.045978	0.343692	6	74	15	2591.32
-3.141593	1.555207	1.708892	65	9	3	2591.03
-3.141593	2.863997	0.549740	18	12	78	2588.56
-0.261799	1.335669	0.897240	73	74	65	2588.16
2.356194	1.242974	-2.977882	5	1	15	2586.77
0.000000	2.001437	0.381215	78	5	63	2582.99
0.000000	2.407836	1.410646	76	9	65	2579.89
2.617994	1.599406	1.426070	63	6	71	2578.84
-2.879793	1.433411	-1.035986	68	79	64	2578.11
2.617994	1.732874	-0.951685	1	6	63	2575.32
2.356194	1.135834	-1.431087	78	13	66	2574.20
2.617994	1.440580	2.260026	0	2	60	2562.53
-3.141593	0.866395	-2.492918	5	73	12	2554.47
-2.879793	1.809167	1.213774	68	78	66	2553.32
-1.047198	2.456751	-1.503343	73	4	63	2548.70
-0.785398	1.488617	1.159546	77	73	65	2546.67
-1.047198	2.251330	-2.330739	10	72	12	2545.36
0.261799	0.418037	1.360082	78	4	60	2545.31
2.356194	2.180315	-1.357379	0	3	62	2544.58
-1.308997	2.343981	-1.040456	66	74	66	2539.78
2.356194	0.910508	1.903534	79	66	7	2539.52
-3.141593	0.640596	-2.797608	3	66	6	2538.95
-0.523599	0.496451	0.593859	79	7	61	2537.87
2.356194	1.662363	0.915448	75	9	66	2537.52
-3.141593	2.404280	-0.174044	4	71	14	2537.08
-1.570796	1.510910	-0.740472	72	13	71	2535.93
-0.261799	1.658653	-2.409879	0	2	60	2535.01
1.308997	1.113094	-0.272241	65	6	65	2534.54
-1.047198	2.187132	-0.479875	74	2	62	2532.10
-0.785398	1.846342	-1.796954	3	3	62	2529.46
2.094395	0.866955	-0.931351	4	69	8	2529.42
2.356194	0.866955	-0.931351	6	69	8	2527.19
0.261799	1.756530	-2.105156	6	76	12	2524.96
0.785398	2.343981	-1.040456	1	5	63	2522.65
0.523599	1.168678	2.108595	4	65	6	2517.60
1.570796	2.295480	1.008277	79	15	70	2516.83
-0.261799	1.448123	-2.163292	1	79	61	2513.95
-1.570796	1.977582	0.969896	63	7	71	2512.44
-0.523599	2.404280	-0.174044	6	65	7	2510.24
1.308997	2.187132	-0.479875	67	72	68	2506.66
-3.141593	1.599406	1.426070	4	8	65	2504.79
-0.261799	2.295480	1.008277	75	8	65	2504.44
-2.356194	1.135813	-2.658866	78	2	60	2503.69
-0.785398	1.766067	2.153843	74	11	62	2503.49
