120	1.20
	0.000000	0.000000	0.000000
/home/yavuz/yavuz_proje/protac/test/receptor.pdb	-2.491500	-62.698502	-4.864000
/home/yavuz/yavuz_proje/protac/test/target.pdb	67.703003	-26.867500	-45.380501
0.785398	2.863997	0.549740	12	115	17	4114.74
-1.308997	1.982574	-1.115518	104	8	116	3861.40
1.570796	1.756530	-2.105156	9	110	10	3817.92
-3.141593	2.393226	1.857173	8	109	14	3580.49
-1.308997	0.733948	3.021411	7	108	9	3535.90
1.570796	1.545873	-1.877082	7	109	11	3501.63
-2.356194	1.504028	0.636812	14	115	106	3484.65
-3.141593	1.555207	1.708892	104	10	1	3475.90
-0.261799	2.724429	-0.348782	107	4	106	3374.73
-1.832596	1.569311	-3.003978	6	103	10	3356.70
1.570796	2.063651	-2.044600	107	16	4	3350.88
-1.308997	0.866395	-2.492918	104	19	111	3341.47
1.832596	2.455966	-0.641220	12	13	95	3341.41
-2.617994	1.128190	-2.288622	12	107	0	3321.43
-2.879793	2.299159	2.264663	9	108	11	3315.78
1.047198	1.448123	-2.163292	8	103	5	3287.24
-0.785398	2.108018	1.311430	4	112	104	3269.13
-1.570796	0.960688	-0.577532	106	9	114	3263.12
2.094395	1.977582	0.969896	13	112	15	3261.71
2.094395	0.992645	-1.723759	5	119	21	3256.34
2.617994	1.014500	0.906702	13	113	15	3253.40
0.785398	1.195355	1.200319	9	109	17	3238.70
0.000000	0.899350	-2.069907	116	111	98	3238.54
-3.141593	2.587733	0.232235	0	113	103	3238.01
1.308997	0.419640	2.974122	108	14	119	3233.42
-3.141593	1.599406	1.426070	7	110	17	3231.31
-2.617994	1.872854	1.543456	11	113	15	3231.24
2.617994	0.850607	-1.335383	2	106	16	3221.30
2.356194	1.413347	-1.339188	4	112	19	3208.27
1.047198	2.349581	-2.702517	101	4	107	3207.54
-1.047198	0.992645	-1.723759	16	6	99	3173.86
2.879793	1.948085	-2.363031	17	119	95	3169.56
0.523599	1.025536	1.576859	5	105	14	3163.94
-1.570796	2.180315	-1.357379	12	108	102	3156.16
1.570796	2.455966	-0.641220	13	13	94	3149.37
1.047198	1.301460	-0.509251	8	109	22	3147.02
-2.356194	2.251330	-2.330739	24	9	100	3145.98
-3.141593	2.760637	2.781135	104	8	114	3143.88
2.617994	0.709924	0.218797	116	117	101	3143.21
-1.570796	2.174483	2.653697	3	116	21	3137.24
-3.141593	2.984978	1.954446	5	102	14	3131.35
-1.570796	0.418037	1.360082	17	107	11	3123.37
2.617994	1.168678	2.108595	23	8	105	3119.12
-2.617994	2.041297	-2.664597	11	107	108	3118.21
1.832596	1.658653	-2.409879	1	102	101	3116.98
1.047198	1.214854	-1.966664	116	103	98	3108.29
-1.570796	0.929350	-2.910676	7	109	13	3108.04
-1.832596	2.407836	1.410646	11	106	1	3105.68
-1.832596	0.961715	0.014085	11	110	12	3104.58
-0.785398	1.135834	-1.431087	4	99	7	3098.06
2.094395	2.295480	1.008277	109	17	113	3087.70
0.523599	2.863997	0.549740	12	105	9	3084.75
-2.094395	1.045978	0.343692	10	111	15	3082.82
-1.047198	0.674054	1.013609	18	107	10	3082.01
-2.879793	0.906588	1.252948	5	101	15	3077.47
-1.832596	2.588535	-2.976617	10	2	94	3074.97
2.094395	2.455966	-0.641220	119	114	100	3073.41
0.000000	0.685216	-1.712745	113	17	116	3071.88
1.308997	2.041297	-2.664597	5	103	10	3068.32
-1.832596	1.045978	0.343692	3	111	24	3067.00
2.617994	0.899350	-2.069907	101	10	114	3064.13
-2.356194	1.741644	-2.695914	14	119	17	3061.06
-0.785398	0.850607	-1.335383	12	111	17	3057.69
-1.047198	2.979456	-1.009304	101	6	115	3056.83
-1.308997	2.104282	-0.813972	16	109	101	3056.27
-2.617994	1.545873	-1.877082	13	108	3	3055.58
0.523599	2.587733	0.232235	109	2	103	3049.08
-0.785398	2.724429	-0.348782	102	11	116	3047.19
-2.617994	1.448123	-2.163292	13	107	2	3046.58
-0.523599	0.591903	2.010408	18	119	116	3044.65
-1.047198	1.488617	1.159546	16	112	22	3044.17
-1.308997	2.456751	-1.503343	24	11	98	3043.17
-2.356194	1.982574	-1.115518	99	7	111	3034.94
1.308997	1.683268	0.374177	5	109	104	3027.60
-2.356194	2.881233	-2.582574	103	7	114	3026.49
-3.141593	1.310100	1.488307	104	10	2	3023.68
2.617994	1.809167	1.213774	10	109	13	3023.35
-1.832596	1.658653	-2.409879	2	111	101	3021.32
2.617994	1.488617	1.159546	98	11	4	3020.64
1.047198	1.555207	1.708892	107	14	118	3016.99
-1.308997	0.929350	-2.910676	107	21	116	3016.53
-3.141593	0.591903	2.010408	7	99	13	3013.58
-0.785398	1.683268	0.374177	14	99	6	3012.30
-0.261799	0.591903	2.010408	3	105	14	3011.19
2.879793	2.138223	1.678323	108	11	112	3007.22
2.617994	1.824694	1.850876	109	15	6	3005.58
-3.141593	1.741644	-2.695914	21	4	97	3000.76
-2.617994	1.555207	1.708892	6	101	3	2998.46
2.879793	2.579248	-2.364801	9	8	19	2995.54
2.356194	0.379747	-1.713059	101	9	113	2993.55
-1.570796	1.433411	-1.035986	6	103	11	2991.16
-1.832596	0.618092	2.539118	101	10	113	2989.44
-2.617994	2.180315	-1.357379	101	8	108	2988.39
-0.261799	2.115563	0.685730	16	113	20	2974.13
1.832596	1.325504	-1.671296	104	14	3	2970.85
2.356194	0.685216	-1.712745	102	10	116	2965.33
