index,rank_tcp,protac_ind,dockq,fnat,irms,lrms,energy,num_clusters_fcc,fcc_label,cluster_size,refin_tcp,percent_near_native,best_cluster_dockq
612,62,3,0.04,0.0,8.74,27.0,-868.57,52,1,101,7,0.0,0.04
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
489,49,10,0.07,0.0,5.88,21.71,-799.3,52,2,69,4,0.0,0.07
